title,artist,creator,tags,num_uninherited_points,mp3_duration_seconds,song_name,variation_rating_uninherited
Hikari e (TV Size),The BABYSTARS,Yogurtt,op opening 3 Anime Japanese j-rock jrock rock iyiyo koldnoodl cjstmdals nanoya zekk gorou wanpachi cycopton satonodiamond ワンピース,70,109.75031746031746,1939776,0.6286997759705653
Ga1ahad and Scientific Witchery,Mili,frozz,featured artist fa miracle milk 02 mpg mappers' guild Video Game Pop English -keqing chills gazimal,7,221.5213378684807,1940007,0.027085426883627146
Sons of War,Two Steps From Hell,Sieg,thomas bergersen classics instrumental ichia7x,4,99.71454166666666,194105,0.030085882659207596
See Tinh (Sped Up & Cut Ver.),Hoang Thuy Linh,Kujinn,Reform kirishima- SupaV alevi LeCandy Hip Sway Dance lovesick short speed see love dance cosplay 原神 genshin impact 甘雨 刻晴 ganyu keqing yaorenmao 咬人猫 ririchiyo vietnamese v pop v-pop vpop tiktok tik tok,2,79.4091875,1941165,0.012593001282124943
Sekai wa Koi ni Ochiteiru TV size,CHiCO with HoneyWorks,No_Gu,アオハライド Azure Kotone Karenying Oyatsu,7,90.456,194368,0.06633059166887768
HOLLOW HUNGER (TV Size),OxT,- Aqua,Amats Ryxliee GodKei Vanya2 overlord IV op opening 4 anime pop jpop j-pop オーイシマサヨシ オクト rock jrock j-rock male vocalist japanese hotaru 大石昌良 Masayoshi Ōishi oishi okuto ooishi Tom-H@ck,8,90.01183333333333,1947520,0.07776755278472645
Sekai wa Koi ni Ochiteiru TV size,CHiCO with HoneyWorks,Umi,opening アオハライド Blue Spring Ride Futaba Yoshioka Kou Mabuchi Production I.G alacat fycho andrea osuplayer111,7,89.96571428571428,194806,0.06669207317073171
You're Here Forever,Shadren,Daycore,electronic instrumental trap dnb drum and bass house future stompy_ piroshki maruoko delette stompy osu osu! don't dont youre forget shadren you are ryxliee omletische shmiklak marvollo m_a_r_v_o_l_l_o,14,211.69629166666667,1948970,0.061408728030387875
Gimme More,Britney Spears,jas,craezy muya- sylas thekoala blackout black out electronic electro synth dance english pop EDM music synthpop electropop dancepop,6,251.14678004535148,1957147,0.019908676508204135
WORK,millennium parade x Sheena Ringo,AirinCat,jigokuraku hell hell's hells Paradition Heavenhell paradise fuju agatsu nexusqi full version opening op jrock j-rock japanese rock pop jpop anime 常田大希 daiki tsuneta Shiina,102,201.11673469387756,1967160,0.5021959020652033
Idol,YOASOBI,iljaaz,keqing zekk nanoya satonodiamond onk 幾田りら Ikuta Lilas ikura Ayase Japanese Pop J-pop Jpop anime opening op my star oshi no ko mother and children,6,213.23395833333333,1974878,0.02344842275161379
Mephisto (TV Size),QUEEN BEE,KaedeharaKazuha,"Addy2607 Kaedehara Kazuha Kyouren gokugohan12468 KittyAdventure Ascended -ascended- -_ascended_- AirinCat 【Oshi [Oshi ""Oshi Oshi no Ko Ko"" Ko] Ko】 My Star japanese rock jrock j-rock anime ending ed outro theme song Ziyoou-vachi AVU AVU-CHAN アヴ アヴちゃん YASHI-CHAN YASHI やし やしちゃん RURI RURI-CHAN ルリ ルリちゃん HIBARI HIBARI-CHAN ひばり ひばりちゃん Aquamarine Aqua Hoshino 星野愛久愛海 星野アクア Their Idol's Children",29,119.75691666666667,1978432,0.23380695478270913
Nichijou to Chikyuu no Gakubuchi (wowaka x Hatsune Miku Edit),hitorie,flake,moph phynta shidoni dailycare morinaga ヲワカ japanese wowaka edit mix polaris unhappy refrain jrock j-rock rock vocaloid frame of normal life and the world genjitsutouhi-p hatsune miku,154,224.3720625,1985060,0.6819030778397377
Wildfire,HOYO-MiX feat. Jonathan Steingard,AirinCat,崩坏：星穹铁道 雪融于烬 ye huo nobi TetraCalyx Gon 宫奇 Of Snow and Ember original soundtrack hsr english rock video game gacha ost boss battle theme cocolia houkai starrail bronya hoyoverse 崩壊:スターレイル - 雪は灰燼に融ける mihoyo,8,218.2791836734694,1986333,0.03206902225945429
Touchuu Aika,Comp,Mao,ランコ Ranko BOXELL ジャパニーズサーガ Saga 豚乙女 東方 ZUN 東方求聞史紀　～ Perfect Memento in Strict Sense 恋々幻想郷 オリジナルサウンドトラック Desperate-kun -Bakari- AlexaBM EvilElvis Nwolf Kenterz OST Original Soundtrack Winter Lament,12,194.97845804988663,198700,0.05641648882660449
